time,open,high,low,close,tick_volume,spread,real_volume
1724371920,1.11112,1.11116,1.11112,1.11113,9,15,0
1724371980,1.11113,1.11116,1.11113,1.11115,3,16,0
1724372040,1.11112,1.11115,1.1111,1.11111,8,17,0
1724372100,1.11109,1.11113,1.11109,1.1111,7,17,0
1724372160,1.11109,1.11112,1.11107,1.1111,11,16,0
1724372220,1.1111,1.11113,1.11109,1.11112,16,15,0
1724372280,1.11112,1.11113,1.11109,1.11109,7,16,0
1724372340,1.11109,1.11113,1.11108,1.11108,39,16,0
1724372400,1.11108,1.11108,1.11106,1.11107,6,17,0
1724372460,1.11107,1.11108,1.11107,1.11108,2,15,0
1724372520,1.11108,1.11109,1.11107,1.11109,6,15,0
1724372580,1.1111,1.11111,1.11107,1.11109,14,14,0
1724372640,1.11111,1.11111,1.11108,1.1111,6,15,0
1724372700,1.11111,1.11111,1.11108,1.11109,56,15,0
1724372760,1.11109,1.11111,1.11108,1.1111,6,16,0
1724372820,1.11108,1.11109,1.11107,1.11107,11,17,0
1724372880,1.11107,1.1111,1.11107,1.11109,19,17,0
1724372940,1.11109,1.11111,1.11107,1.11107,28,12,0
1724373000,1.11107,1.11109,1.11104,1.11109,17,11,0
1724373060,1.1111,1.11111,1.11105,1.1111,15,13,0
1724373120,1.11109,1.11112,1.11109,1.11111,12,14,0
1724373180,1.11111,1.11112,1.11111,1.11112,4,14,0
1724373240,1.1111,1.11112,1.11109,1.11112,9,14,0
1724373300,1.1111,1.11112,1.11109,1.11112,8,14,0
1724373360,1.11108,1.11112,1.11097,1.11109,28,6,0
1724373420,1.1111,1.11111,1.11097,1.11109,16,12,0
1724373480,1.11109,1.11111,1.11108,1.11111,5,12,0
1724373540,1.1111,1.11111,1.1111,1.1111,5,12,0
1724373600,1.1111,1.11111,1.11109,1.11111,6,12,0
1724373720,1.1111,1.11111,1.11105,1.11108,19,12,0
1724373780,1.11109,1.11111,1.11106,1.11109,16,12,0
1724373840,1.1111,1.11111,1.11106,1.11107,30,13,0
1724373900,1.11108,1.11108,1.11102,1.11107,24,12,0
1724373960,1.11108,1.11108,1.11105,1.11105,8,9,0
1724374020,1.11105,1.11106,1.11105,1.11106,2,12,0
1724374080,1.11105,1.11107,1.11105,1.11105,7,9,0
1724374140,1.11107,1.11107,1.11104,1.11105,7,9,0
1724374200,1.11107,1.11109,1.11107,1.11109,13,12,0
1724374260,1.11109,1.1111,1.11108,1.11109,22,12,0
1724374320,1.11108,1.1111,1.11108,1.11109,11,12,0
1724374380,1.11109,1.11111,1.11108,1.11108,14,6,0
1724374440,1.11108,1.11109,1.11102,1.11102,6,7,0
1724374500,1.11103,1.11105,1.11102,1.11105,6,11,0
1724374560,1.11104,1.1111,1.11103,1.11104,10,6,0
1724374620,1.11104,1.11111,1.11104,1.11111,30,12,0
1724374680,1.11108,1.11115,1.11108,1.11115,9,8,0
1724374740,1.11115,1.11115,1.11112,1.11114,13,8,0
1724374800,1.11114,1.11118,1.11112,1.11118,40,0,0
1724374860,1.11118,1.11118,1.11115,1.11116,10,0,0
1724374920,1.11115,1.11115,1.11112,1.11112,6,0,0
1724374980,1.1111,1.11111,1.1111,1.11111,2,0,0
1724375040,1.11109,1.1111,1.11108,1.1111,4,0,0
1724375100,1.1111,1.1111,1.11107,1.11108,5,0,0
1724375160,1.11109,1.11113,1.11109,1.11112,12,0,0
1724375220,1.1111,1.11114,1.11109,1.11113,10,0,0
1724375280,1.11113,1.11116,1.11112,1.11115,11,0,0
1724375340,1.11114,1.11115,1.11114,1.11115,2,0,0
1724375400,1.11115,1.1112,1.11115,1.11116,12,0,0
1724375460,1.11116,1.11117,1.11113,1.11117,11,0,0
1724375520,1.11117,1.11122,1.11117,1.11121,12,0,0
1724375580,1.11121,1.11124,1.11121,1.11122,7,0,0
1724375640,1.11121,1.11133,1.11121,1.11133,17,0,0
1724375700,1.11133,1.1114,1.11133,1.11138,18,0,0
1724375760,1.11137,1.11139,1.11135,1.11136,10,0,0
1724375820,1.11136,1.11136,1.11135,1.11136,7,0,0
1724375880,1.11136,1.11137,1.11136,1.11136,7,0,0
1724375940,1.11136,1.11139,1.11136,1.11138,11,0,0
1724376000,1.11138,1.11141,1.11137,1.1114,9,0,0
1724376060,1.1114,1.1114600000000001,1.1114,1.11145,12,0,0
1724376120,1.11145,1.11147,1.11144,1.11145,12,0,0
1724376180,1.1114600000000001,1.11147,1.11144,1.11147,15,0,0
1724376240,1.11145,1.11148,1.11145,1.11147,22,0,0
1724376300,1.11148,1.11152,1.11148,1.11152,14,0,0
1724376360,1.11151,1.11151,1.11147,1.11151,16,0,0
1724376420,1.11151,1.11152,1.11147,1.11149,14,0,0
1724376480,1.11149,1.11151,1.11147,1.11149,24,0,0
1724376540,1.11149,1.11152,1.11149,1.11152,10,0,0
1724376600,1.11152,1.11152,1.11151,1.11152,5,0,0
1724376660,1.11152,1.11152,1.1115,1.11152,7,0,0
1724376720,1.11152,1.11152,1.11141,1.11142,25,0,0
1724376780,1.11142,1.11147,1.11141,1.1114600000000001,10,0,0
1724376840,1.1114600000000001,1.11149,1.11145,1.11147,25,0,0
1724376900,1.11147,1.11158,1.11147,1.11157,17,0,0
1724376960,1.11157,1.11157,1.11156,1.11156,8,0,0
1724377020,1.11156,1.11162,1.11156,1.11161,31,0,0
1724377080,1.11161,1.11162,1.11159,1.11161,15,0,0
1724377140,1.11161,1.11164,1.1116,1.11162,28,0,0
1724377200,1.11162,1.11162,1.11159,1.1116,11,0,0
1724377260,1.1116,1.11162,1.11157,1.11157,14,0,0
1724377320,1.11157,1.11158,1.11151,1.11152,12,0,0
1724377380,1.11152,1.11153,1.11152,1.11153,4,0,0
1724377440,1.11153,1.11156,1.11151,1.11153,15,0,0
1724377500,1.11153,1.11153,1.1114600000000001,1.11153,21,0,0
1724377560,1.11153,1.11153,1.11153,1.11153,1,0,0
1724377620,1.11153,1.11158,1.11152,1.11158,9,0,0
1724377680,1.11158,1.11159,1.11158,1.11158,9,0,0
1724377740,1.11158,1.11164,1.11158,1.11163,15,0,0
1724377800,1.11163,1.11163,1.11154,1.11155,24,0,0
1724377860,1.11155,1.11155,1.1115,1.1115,8,0,0
1724377920,1.1115,1.1115,1.11148,1.11148,5,0,0
1724377980,1.11148,1.11148,1.11147,1.11148,3,0,0
1724378040,1.11148,1.11154,1.11148,1.11154,7,0,0
1724378100,1.11154,1.11154,1.11152,1.11154,11,0,0
1724378160,1.11154,1.11154,1.1115,1.11151,10,0,0
1724378220,1.1115,1.1115,1.11143,1.11143,11,0,0
1724378280,1.11143,1.11144,1.11139,1.1114,15,0,0
1724378340,1.1114,1.1114,1.11137,1.11137,4,0,0
1724378400,1.11137,1.11141,1.11137,1.11139,16,0,0
1724378460,1.11139,1.11155,1.11139,1.11155,25,0,0
1724378520,1.11155,1.11158,1.11154,1.11158,5,0,0
1724378580,1.11158,1.1116,1.11158,1.11158,11,0,0
1724378640,1.11158,1.11158,1.11156,1.11157,7,0,0
1724378700,1.11157,1.11157,1.11147,1.11151,12,0,0
1724378760,1.11151,1.11151,1.11147,1.11148,19,0,0
1724378820,1.11148,1.11149,1.11148,1.11149,8,0,0
1724378880,1.11149,1.11154,1.11149,1.11153,5,0,0
1724378940,1.11153,1.11158,1.11153,1.11153,17,0,0
1724379000,1.11153,1.11158,1.11153,1.11158,13,0,0
1724379060,1.11158,1.11164,1.11157,1.11159,14,0,0
1724379120,1.11159,1.11166,1.11159,1.11164,40,0,0
1724379180,1.11164,1.11167,1.11162,1.11164,14,0,0
1724379240,1.11164,1.11167,1.11163,1.11167,6,0,0
1724379300,1.11167,1.11167,1.11167,1.11167,1,0,0
1724379360,1.11167,1.11168,1.11167,1.11168,4,0,0
1724379420,1.11168,1.11168,1.11163,1.11163,7,0,0
1724379480,1.11163,1.11167,1.11162,1.11164,23,0,0
1724379540,1.11164,1.11166,1.11162,1.11166,25,0,0
1724379600,1.11166,1.11169,1.11165,1.11168,21,0,0
1724379660,1.11168,1.11169,1.11166,1.11168,16,0,0
1724379720,1.11168,1.11171,1.11166,1.11168,11,0,0
1724379780,1.11168,1.11169,1.11168,1.11169,2,0,0
1724379840,1.11169,1.11169,1.11168,1.11169,3,0,0
1724379900,1.11169,1.11169,1.11166,1.11167,7,0,0
1724379960,1.11167,1.11167,1.11167,1.11167,1,0,0
1724380020,1.11167,1.11167,1.11161,1.11162,14,0,0
1724380080,1.11162,1.11162,1.11156,1.11156,9,0,0
1724380140,1.11156,1.11156,1.11154,1.11154,7,0,0
1724380200,1.11154,1.11157,1.11154,1.11157,5,0,0
1724380260,1.11157,1.11158,1.11156,1.11157,11,0,0
1724380320,1.11157,1.11163,1.11157,1.11162,7,0,0
1724380380,1.11162,1.11164,1.11161,1.11163,17,0,0
1724380440,1.11164,1.11165,1.11162,1.11162,4,0,0
1724380500,1.11162,1.11162,1.11156,1.1116,15,0,0
1724380560,1.1116,1.11162,1.11158,1.11159,17,0,0
1724380620,1.11159,1.11159,1.11157,1.11159,6,0,0
1724380680,1.11159,1.11161,1.11158,1.11159,8,0,0
1724380740,1.11159,1.11164,1.11159,1.11162,15,0,0
1724380800,1.11162,1.11164,1.11162,1.11163,11,0,0
1724380860,1.11162,1.11168,1.11162,1.11167,32,0,0
1724380920,1.11167,1.11171,1.11167,1.1117,5,0,0
1724380980,1.1117,1.11172,1.11169,1.11169,19,0,0
1724381040,1.11169,1.11169,1.11165,1.11167,38,0,0
1724381100,1.11167,1.11168,1.11166,1.11168,18,0,0
1724381160,1.11168,1.11173,1.11167,1.11172,17,0,0
1724381220,1.11172,1.11174,1.11172,1.11174,25,0,0
1724381280,1.11173,1.11174,1.11172,1.11172,14,0,0
1724381340,1.11172,1.11173,1.11172,1.11172,11,0,0
1724381400,1.11172,1.11174,1.11172,1.11172,9,0,0
1724381460,1.11172,1.11173,1.11172,1.11172,31,0,0
1724381520,1.11172,1.11178,1.11172,1.11178,10,0,0
1724381580,1.11178,1.11179,1.11177,1.11178,17,0,0
1724381640,1.11178,1.11179,1.11176,1.11176,6,0,0
1724381700,1.11176,1.11177,1.11172,1.11174,10,0,0
1724381760,1.11174,1.11176,1.11165,1.11165,19,0,0
1724381820,1.11165,1.11167,1.11165,1.11166,29,0,0
1724381880,1.11166,1.11169,1.11166,1.11166,28,0,0
1724381940,1.11166,1.11168,1.11161,1.11161,23,0,0
1724382000,1.11161,1.11161,1.11145,1.1114600000000001,43,0,0
1724382060,1.1114600000000001,1.11157,1.11142,1.11151,49,0,0
1724382120,1.11151,1.11158,1.11148,1.11152,61,0,0
1724382180,1.11153,1.11156,1.11151,1.11151,26,0,0
1724382240,1.11151,1.11157,1.11148,1.11148,27,0,0
1724382300,1.11148,1.11152,1.11144,1.1114600000000001,13,0,0
1724382360,1.1114600000000001,1.11153,1.1114600000000001,1.11147,17,0,0
1724382420,1.11147,1.11151,1.1114600000000001,1.11147,17,0,0
1724382480,1.11147,1.11147,1.11138,1.11138,17,0,0
1724382540,1.11135,1.11136,1.1113,1.11132,56,0,0
1724382600,1.11132,1.11137,1.11131,1.11137,37,0,0
1724382660,1.11137,1.11147,1.11137,1.11147,42,0,0
1724382720,1.1114600000000001,1.11152,1.1114600000000001,1.11147,52,0,0
1724382780,1.11147,1.11148,1.1114,1.11142,36,0,0
1724382840,1.11142,1.11149,1.11142,1.11148,30,0,0
1724382900,1.11148,1.11159,1.11148,1.11153,26,0,0
1724382960,1.11153,1.11153,1.1114600000000001,1.11148,22,0,0
1724383020,1.11148,1.11155,1.11143,1.11152,29,0,0
1724383080,1.11152,1.11164,1.11152,1.11164,48,0,0
1724383140,1.11164,1.11169,1.11161,1.11169,35,0,0
1724383200,1.11169,1.11177,1.11168,1.11172,59,0,0
1724383260,1.11172,1.11179,1.11171,1.11174,36,0,0
1724383320,1.11174,1.11182,1.11173,1.11179,36,0,0
1724383380,1.11179,1.11186,1.11176,1.11184,55,0,0
1724383440,1.11184,1.11194,1.1118,1.11188,44,0,0
1724383500,1.11187,1.11189,1.11181,1.11186,44,0,0
1724383560,1.11187,1.11189,1.11182,1.11182,21,0,0
1724383620,1.11182,1.11184,1.11178,1.11183,37,0,0
1724383680,1.11184,1.11198,1.11182,1.11195,59,0,0
1724383740,1.11195,1.11198,1.11181,1.11188,47,0,0
1724383800,1.11188,1.11201,1.11186,1.11201,71,0,0
1724383860,1.11201,1.1120700000000001,1.11198,1.11206,48,0,0
1724383920,1.11206,1.1120700000000001,1.11192,1.11192,26,0,0
1724383980,1.11192,1.11194,1.11186,1.11188,59,0,0
1724384040,1.11189,1.11189,1.11184,1.11185,22,0,0
1724384100,1.11185,1.11196,1.11181,1.11194,85,0,0
1724384160,1.11195,1.11197,1.11191,1.11192,45,0,0
1724384220,1.11192,1.11198,1.11187,1.11192,42,0,0
1724384280,1.11192,1.11194,1.11189,1.11192,21,0,0
1724384340,1.11192,1.11194,1.11186,1.11187,23,0,0
1724384400,1.11187,1.11192,1.11186,1.11192,13,0,0
1724384460,1.11192,1.11193,1.11183,1.11188,30,0,0
1724384520,1.11188,1.11189,1.11187,1.11189,18,0,0
1724384580,1.11189,1.1118999999999999,1.11187,1.11188,19,0,0
1724384640,1.11188,1.11192,1.11185,1.11185,30,0,0
1724384700,1.11185,1.1118999999999999,1.11178,1.11189,75,0,0
1724384760,1.11189,1.11193,1.11187,1.11193,12,0,0
1724384820,1.11193,1.11195,1.11192,1.11192,10,0,0
1724384880,1.11192,1.11195,1.11188,1.11195,54,0,0
1724384940,1.11195,1.11196,1.11192,1.11193,17,0,0
1724385000,1.11193,1.11194,1.11191,1.11192,40,0,0
1724385060,1.11192,1.11198,1.11188,1.11197,31,0,0
1724385120,1.11197,1.11213,1.11194,1.11198,87,0,0
1724385180,1.11198,1.1120700000000001,1.11197,1.11202,63,0,0
1724385240,1.11202,1.11225,1.11202,1.11219,62,0,0
1724385300,1.11213,1.11215,1.11196,1.11198,59,0,0
1724385360,1.11197,1.11199,1.11185,1.11186,49,0,0
1724385420,1.11186,1.11193,1.11184,1.11185,42,0,0
1724385480,1.11185,1.11194,1.11184,1.11194,38,0,0
1724385540,1.11194,1.11198,1.11193,1.11198,21,0,0
1724385600,1.11198,1.11198,1.11194,1.11194,20,0,0
1724385660,1.11194,1.112,1.11186,1.112,35,0,0
1724385720,1.112,1.1120700000000001,1.112,1.11201,48,0,0
1724385780,1.11201,1.11202,1.11182,1.11185,54,0,0
1724385840,1.11185,1.1118999999999999,1.11182,1.11188,50,0,0
1724385900,1.11188,1.11199,1.11187,1.11197,41,0,0
1724385960,1.11197,1.11211,1.11196,1.11209,50,0,0
1724386020,1.11209,1.11225,1.1120700000000001,1.11224,59,0,0
1724386080,1.11223,1.11229,1.11223,1.11228,39,0,0
1724386140,1.11228,1.1123,1.11219,1.11219,69,0,0
1724386200,1.11219,1.1122,1.11213,1.11214,80,0,0
1724386260,1.11214,1.11219,1.11211,1.11213,51,0,0
1724386320,1.11213,1.1122,1.11212,1.1122,98,0,0
1724386380,1.1122,1.11225,1.11215,1.11219,86,0,0
1724386440,1.11218,1.1122,1.11217,1.11217,41,0,0
1724386500,1.11217,1.1122,1.11203,1.11215,111,0,0
1724386560,1.11215,1.11226,1.11215,1.11226,87,0,0
1724386620,1.11225,1.11228,1.11224,1.11224,57,0,0
1724386680,1.11224,1.11236,1.11221,1.11235,72,0,0
1724386740,1.11235,1.11235,1.1122,1.1122,52,0,0
1724386800,1.1122,1.11221,1.11217,1.1122,44,0,0
1724386860,1.1122,1.11221,1.11214,1.1122,41,0,0
1724386920,1.1122,1.1123,1.11219,1.11229,55,0,0
1724386980,1.11229,1.11238,1.11228,1.11237,49,0,0
1724387040,1.11237,1.11243,1.11233,1.11242,60,0,0
1724387100,1.11242,1.1125,1.11241,1.11249,44,0,0
1724387160,1.11249,1.11249,1.11244,1.11247,28,0,0
1724387220,1.11247,1.11249,1.11245,1.11246,26,0,0
1724387280,1.11246,1.11248,1.11236,1.11237,36,0,0
1724387340,1.11237,1.11245,1.11237,1.11239,18,0,0
1724387400,1.11239,1.11244,1.11238,1.11241,26,0,0
1724387460,1.11241,1.11241,1.1124,1.1124,16,0,0
1724387520,1.1124,1.11243,1.11223,1.11223,32,0,0
1724387580,1.11226,1.11226,1.1120700000000001,1.11208,32,0,0
1724387640,1.11208,1.11214,1.1120700000000001,1.11212,40,0,0
1724387700,1.11211,1.11229,1.1121,1.11228,72,0,0
1724387760,1.11228,1.11241,1.11227,1.11236,59,0,0
1724387820,1.11236,1.11238,1.1123,1.11231,25,0,0
1724387880,1.11231,1.11232,1.11227,1.1123,73,0,0
1724387940,1.1123,1.11234,1.11228,1.11228,68,0,0
1724388000,1.11228,1.11241,1.11227,1.1124,41,0,0
1724388060,1.1124,1.11254,1.1124,1.1125099999999999,23,0,0
1724388120,1.1125099999999999,1.11258,1.1125,1.11258,26,0,0
1724388180,1.11258,1.11258,1.11243,1.11243,27,0,0
1724388240,1.11243,1.1125,1.11243,1.11248,33,0,0
1724388300,1.11248,1.11252,1.11246,1.11249,33,0,0
1724388360,1.11249,1.11262,1.11248,1.11259,38,0,0
1724388420,1.11259,1.11266,1.11257,1.11264,32,0,0
1724388480,1.11264,1.11278,1.11263,1.11278,42,0,0
1724388540,1.11278,1.11283,1.11274,1.11283,39,0,0
1724388600,1.11283,1.11284,1.11277,1.11282,25,0,0
1724388660,1.11282,1.11283,1.11262,1.11262,56,0,0
1724388720,1.11262,1.11269,1.11256,1.11263,28,0,0
1724388780,1.11263,1.11274,1.11263,1.11271,35,0,0
1724388840,1.11271,1.11274,1.11269,1.11271,40,0,0
1724388900,1.11271,1.11276,1.1126800000000001,1.11276,36,0,0
1724388960,1.11276,1.11277,1.1127,1.11277,39,0,0
1724389020,1.11277,1.11282,1.11273,1.11278,56,0,0
1724389080,1.11277,1.11281,1.11276,1.11276,30,0,0
1724389140,1.11274,1.11277,1.11271,1.11276,30,0,0
1724389200,1.11276,1.11286,1.11276,1.11286,19,0,0
1724389260,1.11286,1.11288,1.1128,1.1128,29,0,0
1724389320,1.1128,1.11283,1.11278,1.11283,41,0,0
1724389380,1.11283,1.11284,1.11277,1.11277,36,0,0
1724389440,1.11277,1.11284,1.11275,1.11279,57,0,0
1724389500,1.11279,1.11282,1.11272,1.11272,103,0,0
1724389560,1.11273,1.11279,1.11267,1.11278,98,0,0
1724389620,1.11278,1.11283,1.11276,1.11282,27,0,0
1724389680,1.11282,1.11286,1.11278,1.11279,32,0,0
1724389740,1.11279,1.11284,1.11278,1.11283,32,0,0
1724389800,1.11283,1.11284,1.11281,1.11282,18,0,0
1724389860,1.11282,1.11282,1.11271,1.11279,49,0,0
1724389920,1.11279,1.11284,1.11277,1.11283,20,0,0
1724389980,1.11283,1.11285,1.11269,1.1127,26,0,0
1724390040,1.1127,1.1127,1.11257,1.11257,38,0,0
1724390100,1.11257,1.11259,1.11252,1.11255,22,0,0
1724390160,1.11255,1.1126,1.11253,1.11259,21,0,0
1724390220,1.11259,1.11269,1.11258,1.11269,26,0,0
1724390280,1.11269,1.1127,1.11253,1.11254,31,0,0
1724390340,1.11254,1.11257,1.11238,1.11241,41,0,0
1724390400,1.11241,1.11241,1.11231,1.11232,29,0,0
1724390460,1.11231,1.11244,1.11231,1.11243,32,0,0
1724390520,1.11243,1.11245,1.11242,1.11244,43,0,0
1724390580,1.11244,1.1125,1.11241,1.11243,28,0,0
1724390640,1.11243,1.11245,1.11238,1.11245,20,0,0
1724390700,1.11245,1.11254,1.11244,1.11252,41,0,0
1724390760,1.11252,1.11255,1.11249,1.11254,22,0,0
1724390820,1.11254,1.11255,1.11248,1.11248,39,0,0
1724390880,1.11248,1.1125,1.11247,1.11249,22,0,0
1724390940,1.11249,1.11253,1.11248,1.1125,18,0,0
1724391000,1.1125,1.11254,1.11243,1.11244,52,0,0
1724391060,1.11244,1.11244,1.11237,1.11238,26,0,0
1724391120,1.11238,1.11244,1.11238,1.11239,42,0,0
1724391180,1.11239,1.1124,1.11238,1.11238,32,0,0
1724391240,1.11238,1.1124,1.11232,1.11238,32,0,0
1724391300,1.11238,1.1124,1.11237,1.11238,48,0,0
1724391360,1.11238,1.11241,1.11237,1.1124,30,0,0
1724391420,1.1124,1.11248,1.1124,1.11244,38,0,0
1724391480,1.11244,1.11253,1.11244,1.11253,28,0,0
1724391540,1.11253,1.11254,1.11249,1.11249,27,0,0
1724391600,1.11249,1.11254,1.11247,1.11254,33,0,0
1724391660,1.11254,1.1126,1.11254,1.11255,49,0,0
1724391720,1.11254,1.11255,1.11253,1.11253,36,0,0
1724391780,1.11253,1.11254,1.11248,1.11254,61,0,0
1724391840,1.11253,1.11256,1.11252,1.11255,47,0,0
1724391900,1.11255,1.11255,1.11247,1.11248,27,0,0
1724391960,1.11248,1.11253,1.11242,1.11243,29,0,0
1724392020,1.11243,1.11243,1.11236,1.11238,17,0,0
1724392080,1.11238,1.11244,1.11238,1.1124,47,0,0
1724392140,1.11239,1.1124,1.11236,1.11238,61,0,0
1724392200,1.11238,1.1124,1.11237,1.11238,27,0,0
1724392260,1.11239,1.11245,1.11238,1.11239,33,0,0
1724392320,1.1124,1.11245,1.11238,1.11239,32,0,0
1724392380,1.11239,1.1124,1.11233,1.11239,35,0,0
1724392440,1.11239,1.11245,1.11237,1.11238,21,0,0
1724392500,1.11238,1.1124,1.11237,1.1124,13,0,0
1724392560,1.1124,1.11242,1.11233,1.11241,21,0,0
1724392620,1.11241,1.11248,1.11241,1.11245,51,0,0
1724392680,1.11245,1.11254,1.11245,1.11254,22,0,0
1724392740,1.11253,1.11257,1.1125099999999999,1.11252,33,0,0
1724392800,1.11252,1.11254,1.11244,1.11247,25,0,0
1724392860,1.11247,1.11248,1.11244,1.11247,16,0,0
1724392920,1.11247,1.1125,1.11247,1.11248,19,0,0
1724392980,1.11248,1.11254,1.11248,1.11252,27,0,0
1724393040,1.11252,1.11254,1.1125,1.1125099999999999,17,0,0
1724393100,1.11252,1.11253,1.11249,1.1125,19,0,0
1724393160,1.1125,1.1125,1.11248,1.11249,20,0,0
1724393220,1.11249,1.1125,1.11246,1.11249,18,0,0
1724393280,1.11249,1.11253,1.11248,1.11252,55,0,0
1724393340,1.11252,1.11253,1.11244,1.11244,18,0,0
1724393400,1.11245,1.1125,1.11245,1.11249,25,0,0
1724393460,1.11249,1.11252,1.11248,1.11249,13,0,0
1724393520,1.11249,1.11254,1.11249,1.11254,24,0,0
1724393580,1.11254,1.11265,1.11253,1.11265,12,0,0
1724393640,1.11265,1.11266,1.11262,1.11264,17,0,0
1724393700,1.11264,1.11264,1.11257,1.11257,20,0,0
1724393760,1.11257,1.11259,1.11254,1.11258,41,0,0
1724393820,1.11258,1.11271,1.11257,1.11271,33,0,0
1724393880,1.11271,1.11275,1.1126800000000001,1.11269,32,0,0
1724393940,1.11269,1.11273,1.11269,1.11272,15,0,0
1724394000,1.11272,1.11273,1.11263,1.11265,21,0,0
1724394060,1.11265,1.11265,1.11262,1.11263,12,0,0
1724394120,1.11264,1.11273,1.11264,1.11269,17,0,0
1724394180,1.11269,1.1127,1.11267,1.11267,9,0,0
1724394240,1.11267,1.1126800000000001,1.11264,1.11264,6,0,0
1724394300,1.11264,1.11267,1.11259,1.11259,15,0,0
1724394360,1.1126,1.11264,1.11259,1.11264,16,0,0
1724394420,1.11265,1.11269,1.11265,1.11269,7,0,0
1724394480,1.11269,1.11272,1.11267,1.1126800000000001,16,0,0
1724394540,1.1126800000000001,1.11269,1.11264,1.11264,5,0,0
1724394600,1.11264,1.11264,1.11258,1.11258,9,0,0
1724394660,1.11258,1.11259,1.11257,1.11257,12,0,0
1724394720,1.11257,1.11258,1.11253,1.11253,29,0,0
1724394780,1.11254,1.11259,1.11254,1.11257,7,0,0
1724394840,1.11257,1.1126,1.1125099999999999,1.11255,22,0,0
1724394900,1.11254,1.11256,1.1125099999999999,1.11252,17,0,0
1724394960,1.11252,1.11252,1.11247,1.11248,21,0,0
1724395020,1.11248,1.11249,1.11243,1.11248,16,0,0
1724395080,1.11248,1.1125,1.11246,1.11249,20,0,0
1724395140,1.11249,1.11255,1.11249,1.11254,19,0,0
1724395200,1.11254,1.11255,1.11247,1.11247,15,0,0
1724395260,1.11247,1.1125099999999999,1.11243,1.11243,23,0,0
1724395320,1.11243,1.1125,1.11242,1.11248,19,0,0
1724395380,1.11248,1.11248,1.11243,1.11244,11,0,0
1724395440,1.11244,1.11245,1.11238,1.11238,25,0,0
1724395500,1.11239,1.11239,1.11237,1.11238,22,0,0
1724395560,1.11238,1.11242,1.11238,1.11238,8,0,0
1724395620,1.11238,1.1124,1.11235,1.11237,21,0,0
1724395680,1.11238,1.11239,1.11237,1.11238,27,0,0
1724395740,1.11238,1.11239,1.11238,1.11239,12,0,0
1724395800,1.11239,1.11239,1.11238,1.11238,6,0,0
1724395860,1.11237,1.11238,1.11233,1.11235,28,0,0
1724395920,1.11235,1.11239,1.11234,1.11238,13,0,0
1724395980,1.11238,1.11247,1.11238,1.11247,19,0,0
1724396040,1.11247,1.11255,1.11247,1.11254,23,0,0
1724396100,1.11254,1.11254,1.11253,1.11253,2,0,0
1724396160,1.11253,1.11253,1.11249,1.11249,3,0,0
1724396220,1.11249,1.11249,1.11245,1.11248,13,0,0
1724396280,1.11248,1.11253,1.11248,1.1125,15,0,0
